书名,作者,出版社,关键词,摘要,中国图书分类号,出版年月
续法窗夜话,日穗积陈重著,北京法律出版社,法学文化研究日本,穗积陈重是日本盛世的大人物。日书原书法窗夜话年出版是这位大人物的一本小书。作者续法窗夜话是作者在与他上穷碧落下黄泉，穿梭古今东西，冷眼热肠审视各式各样的案例议题，希冀有助益解决他心中格斗的难题。作者去世后，其子整理文档，凑成个小故事，尽管如此，作为法窗夜话的续篇呈现在读者眼前的是悠游于古今东西的雍容气度，大有君子气象。虽然，全书并无严谨架构，仍可以将一百条约略归类为几个子题。,D,2017.09
英汉汉英法学词汇手册,刘海虹编,上海上海外语教育出版社,法学词汇手册英、汉,外教社英汉汉英百科词汇手册系列之一，英汉汉英双向收词约条，收录英美法、罗马法、教会法、商法、著作权法、等方面的基本词汇。全稿收词专业，译文准确性较好，可为法学专业词汇学习及学术资料翻译提供参考，是法学专业英语入门工具书。,D,2013.04
法的思辨与实证,谢晖,北京法律出版社,法的理论研究,本书是作者以抽象问题和思辨的方法对法哲学的本质、法律的本质、解释法律与解释法学等抽象的法理学问题的思辨。,D,2016.02
思维与逻辑讲义人应该如何讲理,夏正林,北京法律出版社,法律思维科学,思维与逻辑讲义人应该如何讲理是在作者夏正林近十年教授思维与逻辑课程讲义的基础上整理而成的，它浸透着作者对人的思维原理的一种理解。本书围绕人是如何讲理的命题展开，分为四个部分部分主要探索人是如何思维的，包括人的思维的作用和过程第二部分主要探索人是如何表达思维的，包括人的概念思维、命题思维第三部分主要探索推理和论证，包括必然的推理和或然的推理后在前述基础上，对思维的规律和要求进行了总结。,D,2016.01
法律逻辑,德乌尔里希克卢格著雷磊译,北京法律出版社,法律逻辑学研究,作为法律逻辑领域的经典著作，本书分为四部分第一部分为导论，作者在这一部分对于法律逻辑进行了界定和辩护，并对下文所采用的逻辑系统和方法作了交代。第二部分为总论，作者在这一部分各种现代逻辑系统的基本准则及其对于法律领域意义，包括命题演算、谓词演算、类演算、关系演算，以及定义论。第三部分为分论，交代了法律逻辑特有的论述形式，包括类比推理、反向推理、当然论证、归谬论证和各类解释性论据。第四部分来自于作者先前发表的一系列论文的规整，主旨为逻辑之于法哲学和法律科学的意义，囊括了思维法则的意义、电子数据自动化处理等。,D,1990.04
立法参与的理念建构,傅振中著,北京法律出版社,立法研究,本书内容包括理念建构的缘起实践困境与理论回应、理念建构的基石思维会通与价值融合、理念建构的轴心自我意义重述、理念建构的框架权威结构重建等。,D,2016.02
中国法律思想史,张彩凤，常光玮主编,北京中国人民公安大学出版社,法律思想史中国高等学校教材,本书为世纪公安高等教育系列教材法学本科丛书之一。本书共包括章，分别介绍了夏、商、西周时期的法律思想，春秋时期的革新家的法律思想，春秋战国时期诸子学派的法律思想，秦代法律思想，汉代法律思想，三国两晋南北朝法律思想，隋唐法律思想，宋代法律思想，明代法律思想，清代法律思想以及民国法律思想。,D,2007.09
法学概论,洪莉萍，龙英锋主编,北京法律出版社,法学学科概论法学,本书分为章，内容包括了法的基本理论，我国社会主义的一般理论，行政法，民法，经济法，刑法，国际法等。,D,2016.01
索洛维约夫法哲学思想研究,李昕著,北京法律出版社,索洛维约夫法哲学研究,索洛维约夫在俄罗斯哲学史上是一位里程碑式的人物，作为俄罗斯宗教哲学的集大成者，其法哲学思想也十分丰富深邃。索洛维约夫理论探索的独特性在于理性和非理性的结合，因而其全部理论建构都表现出较强的宗教性和综合性。本书首先考察了决定索洛维约夫法哲学创作主要内容的时代背景及其法哲学建构的理论基础，对索洛维约夫法哲学创作的主要思想脉络进行了整理，对其在各个时期的核心观点进行了简要的介绍，在此基础上澄清索洛维约夫的法哲学思想的性质是基督教法哲学。,D,2015.02
私法上的信赖保护原则研究,刘晓华著,北京法律出版社,私法研究中国,本书拟构建信赖保护制度的基本框架，通过剖析法律行为与具有法律上相关性的行为二者的关系，分析法律行为责任与信赖责任在私法体系中的定位，并在此基础上提出信赖保护原则与私法自治原则的分野是制度分歧的必然，因此信赖保护原则应当成为一个独立的私法基本原则。以具有法律上相关性的行为为基本支撑，以比较方法、法律的经济分析、规范分析与实证分析相结合等方法研究信赖保护原则的基本原理、制度构成和法律效果，力求整合我国私法体系中体现信赖保护原则的具体制度。,D,2015.02
法律修辞学理论与应用研究,焦宝乾著,北京法律出版社,法律语言学修辞学研究,作者把研究切入当代中国法学语境，以法律修辞为视角，提出应该把法律作为修辞，需要对法治进程中的中国法律思维与法理学观念予以检讨和反思。着眼于逻辑、修辞与法律的关系，以西方法学为语境做了系统考察。从论题学视角，研究了论题与法律解释、法律论证的关系问题。分别考察了中国古代立法表达与司法判决中的修辞特色,D,2015.06
法律变通问题研究,孙丽君著,北京法律出版社,法理学,本书为法理学基本概念研究专著。作者希望针对既有的法律变通理论中存在的概念使用混乱的问题，在法律多元的前提下重新界定法律变通，证明我国这样的一个拥有多民族的国家在建设现代民族国家的过程中设置法律变通制度的必要性，同时阐明民族地区司法实践中存在的法律变通实践现象存在的原因。分析法律变通的制度价值，及其对于现代民族国家建构所具有的重要意义。,D,2015.09
法律制度的激励功能研究,丰霏著,北京法律出版社,法制激励功能研究,法律制度的激励功能研究激励功能是法律制度的重要功能之一。为解决法律制度激励功能研究中的理论分散化问题，本文尝试综合运用现有的多学科激励理论，以跨学科交叉研究的方法，构建了法律制度激励功能理论的基本框架和主要内容。,D,2015.01
先秦法律思想史,马作武著,北京中华书局,法律思想史中国先秦时代,本书分为绪论、儒家法律思想、墨家及道家法律思想和法家法律思想四编，主要内容包括研究态度、范畴与方法中国学术思想的起源、兴盛及其特质儒之原本与儒学之兴孔子等。,D,2015.01
周世中自选集,周世中著,北京法律出版社,法学文集,本选集收录了周世中教授的一些文章，内容涵盖法的作用与价值，法的正当性与合理性，法的阶级性与社会性，法的规范化与现代化，民主与法制，依法治国的治国方略，少数民族地区的国家法与习惯法，西方的法治与中国的法治的关系，以及对有关西方法学思潮的评析等。本书是马克思主义法理学的基本原理与中国法治实践相结合的产物，反映了马克思主义法理学的基本内容和最新成果，对学习和研究法学和法理学的读者具有重要的参考价值。,D,2015.11
国家理性与优良政体,许章润,北京法律出版社,法学文集,本书讨论国家理性与优良政体涉及革命、立宪与国家理性、大时代中的中国问题及其体系性解释、以四民主义兑现政治正当性、国家建构语境下社会的中国意义等文章。,D,2015.12
媒介化法律法律传播研究,郑金雄著,北京法律出版社,法律传播研究,法律媒介化现象是近年来法学研究中备受重视的全新领域，它是指经过媒介传播之后的法律所呈现的差异表现，以及大众在这些由媒介重新建构起来的话语中重新认识法律的这一现象。本书正是对法律媒介化现象进行系统、科学、客观地介绍与论证的法社会学著作，重点对法律媒介化现象的形成过程及结果进行因果性的解释，并对当下社会应当如何看待媒介化之后的法律，提出颇有见解的学术话语。本书不仅在理论上颇具深度，在实践领域也极具价值，是这一学术领域的创新之作。,D,2015.08
